"id_partido","temporada","torneo","equipo","rival","posesion","momentum","pases","pases_ultimo_tercio","pases_area_rival","pases_entre_lineas","grandes_ocasiones","remates_al_arco","xG","xGOT","condicion"
55,2006,"Serie A","Corinthians","Internacional",53,55,501,122,15,9,2,3,0.97,1.25,"Local"
55,2006,"Serie A","Internacional","Corinthians",47,45,405,96,18,11,2,4,0.96,1.09,"Visitante"
56,2006,"Serie A","Bahia","Flamengo",62.4,79.8,593,164,48,10,1,7,1.18,1.08,"Local"
56,2006,"Serie A","Flamengo","Bahia",37.6,20.2,310,70,11,9,3,5,1.52,1.83,"Visitante"
57,2006,"Serie A","Cruzeiro","America Mineiro",53.7,56.5,508,121,15,6,2,3,1.01,1.13,"Local"
57,2006,"Serie A","America Mineiro","Cruzeiro",46.3,43.5,374,89,21,8,0,4,0.26,0.28,"Visitante"
58,2006,"Serie A","Botafogo","Santos",52.8,53.3,459,108,16,10,2,4,1.08,1.4,"Local"
58,2006,"Serie A","Santos","Botafogo",47.2,46.7,406,81,19,9,0,6,0.41,0.41,"Visitante"
59,2006,"Serie A","Athletico Paranaense","Atletico Mineiro",70.3,73.1,549,133,38,11,2,8,1.32,1.56,"Local"
59,2006,"Serie A","Atletico Mineiro","Athletico Paranaense",29.7,26.9,250,58,11,12,0,5,0.34,0.3,"Visitante"
60,2006,"Serie A","America Mineiro","Flamengo",39.4,41.9,324,92,32,15,4,6,2.03,2.59,"Local"
60,2006,"Serie A","Flamengo","America Mineiro",60.6,58.1,509,114,23,12,1,4,0.79,0.96,"Visitante"
61,2006,"Serie A","Botafogo","Corinthians",42.9,33.8,304,84,31,12,5,3,2.09,1.99,"Local"
61,2006,"Serie A","Corinthians","Botafogo",57.1,66.2,493,107,25,11,0,2,0.22,0.24,"Visitante"
62,2006,"Serie A","Santos","Internacional",42.7,29.8,333,82,27,15,4,4,1.79,1.61,"Local"
62,2006,"Serie A","Internacional","Santos",57.3,70.2,510,122,24,10,1,5,0.68,0.65,"Visitante"
63,2006,"Serie A","Sao Paulo","Cuiaba",66.1,84.5,541,150,42,9,4,6,2.08,1.76,"Local"
63,2006,"Serie A","Cuiaba","Sao Paulo",33.9,15.5,287,64,15,9,0,4,0.32,0.24,"Visitante"
64,2006,"Serie A","Red Bull Bragantino","Athletico Paranaense",37.6,39,337,78,33,16,4,4,1.89,2.44,"Local"
64,2006,"Serie A","Athletico Paranaense","Red Bull Bragantino",62.4,61,532,114,22,13,0,3,0.27,0.2,"Visitante"
65,2006,"Serie A","Atletico Mineiro","Fluminense",60,83.8,584,149,45,8,2,8,1.33,1.49,"Local"
65,2006,"Serie A","Fluminense","Atletico Mineiro",40,16.2,332,66,14,8,0,3,0.23,0.2,"Visitante"
66,2006,"Serie A","Fortaleza","Vasco da Gama",41,29.6,347,82,32,17,4,5,1.89,2.14,"Local"
66,2006,"Serie A","Vasco da Gama","Fortaleza",59,70.4,504,114,22,13,1,4,0.61,0.75,"Visitante"
67,2006,"Serie A","Atletico Mineiro","Santos",70.1,71,556,159,45,9,4,8,2.26,1.91,"Local"
67,2006,"Serie A","Santos","Atletico Mineiro",29.9,29,241,52,9,11,2,2,0.91,0.76,"Visitante"
68,2006,"Serie A","Palmeiras","Santos",55.6,57.6,503,126,19,10,2,4,1.06,1.2,"Local"
68,2006,"Serie A","Santos","Palmeiras",44.4,42.4,338,77,13,7,3,5,1.56,1.56,"Visitante"
69,2006,"Serie A","Goias","Palmeiras",52.5,55.6,528,141,20,9,1,4,0.65,0.72,"Local"
69,2006,"Serie A","Palmeiras","Goias",47.5,44.4,411,88,19,7,1,5,0.7,0.59,"Visitante"
70,2006,"Serie A","Cuiaba","Gremio",53,54.7,554,156,19,8,0,3,0.25,0.27,"Local"
70,2006,"Serie A","Gremio","Cuiaba",47,45.3,379,81,14,8,0,4,0.39,0.33,"Visitante"
71,2006,"Serie A","Goias","Santos",66.3,79.3,526,121,40,9,1,9,1.23,1.36,"Local"
71,2006,"Serie A","Santos","Goias",33.7,20.7,305,73,14,6,0,2,0.12,0.11,"Visitante"
72,2006,"Serie A","Atletico Mineiro","Fluminense",69.6,86.5,537,128,36,7,2,7,1.31,1.52,"Local"
72,2006,"Serie A","Fluminense","Atletico Mineiro",30.4,13.5,243,52,10,13,3,4,1.37,1.14,"Visitante"
73,2006,"Serie A","Fortaleza","Corinthians",66.5,73.4,608,173,50,8,4,7,2.2,2.72,"Local"
73,2006,"Serie A","Corinthians","Fortaleza",33.5,26.6,271,63,11,5,2,5,1.09,1.28,"Visitante"
74,2006,"Serie A","Fluminense","Gremio",61.8,78.5,545,147,39,12,4,8,2.03,1.99,"Local"
74,2006,"Serie A","Gremio","Fluminense",38.2,21.5,325,74,17,9,3,4,1.45,1.37,"Visitante"
75,2006,"Serie A","Fluminense","Santos",39.4,36.8,338,96,38,21,4,8,2.15,2.28,"Local"
75,2006,"Serie A","Santos","Fluminense",60.6,63.2,565,138,29,11,1,4,0.73,0.62,"Visitante"
76,2006,"Serie A","Corinthians","Coritiba",55.7,52.2,460,119,15,7,1,3,0.67,0.6,"Local"
76,2006,"Serie A","Coritiba","Corinthians",44.3,47.8,372,84,17,14,0,5,0.34,0.41,"Visitante"
77,2006,"Serie A","Corinthians","Fortaleza",55.8,56.2,527,133,18,10,0,4,0.45,0.49,"Local"
77,2006,"Serie A","Fortaleza","Corinthians",44.2,43.8,360,81,16,11,3,4,1.41,1.34,"Visitante"
78,2006,"Serie A","Internacional","Athletico Paranaense",68.6,73.8,573,166,48,10,1,8,1.32,1.43,"Local"
78,2006,"Serie A","Athletico Paranaense","Internacional",31.4,26.2,240,60,10,13,1,4,0.61,0.66,"Visitante"
79,2006,"Serie A","Cruzeiro","Botafogo",69.8,80.5,520,124,42,10,3,8,1.82,2.07,"Local"
79,2006,"Serie A","Botafogo","Cruzeiro",30.2,19.5,264,58,12,9,0,5,0.5,0.43,"Visitante"
80,2006,"Serie A","Goias","Santos",61.4,82.2,542,131,36,8,1,6,0.93,1.03,"Local"
80,2006,"Serie A","Santos","Goias",38.6,17.8,342,80,17,9,2,3,1.01,0.93,"Visitante"
81,2006,"Serie A","Bahia","Vasco da Gama",65.7,70.1,563,160,53,11,1,9,1.08,1.1,"Local"
81,2006,"Serie A","Vasco da Gama","Bahia",34.3,29.9,273,67,14,12,1,5,0.75,0.84,"Visitante"
82,2006,"Serie A","Coritiba","Botafogo",53,50.8,474,125,16,8,1,4,0.75,0.67,"Local"
82,2006,"Serie A","Botafogo","Coritiba",47,49.2,357,73,13,9,0,5,0.41,0.33,"Visitante"
83,2006,"Serie A","Red Bull Bragantino","Vasco da Gama",71.7,82.6,533,135,40,12,1,8,1.2,1.49,"Local"
83,2006,"Serie A","Vasco da Gama","Red Bull Bragantino",28.3,17.4,261,54,12,7,1,5,0.66,0.72,"Visitante"
84,2006,"Serie A","Cuiaba","Red Bull Bragantino",56.3,52.4,519,150,18,7,2,4,1.07,1.03,"Local"
84,2006,"Serie A","Red Bull Bragantino","Cuiaba",43.7,47.6,382,79,15,9,3,4,1.44,1.11,"Visitante"
85,2006,"Serie A","Athletico Paranaense","Corinthians",59.2,50.6,454,117,14,10,2,4,1.16,1.12,"Local"
85,2006,"Serie A","Corinthians","Athletico Paranaense",40.8,49.4,349,70,13,14,0,5,0.55,0.59,"Visitante"
86,2006,"Serie A","Botafogo","Internacional",71.7,77.2,554,143,46,7,1,8,1.19,1.14,"Local"
86,2006,"Serie A","Internacional","Botafogo",28.3,22.8,245,61,11,9,0,5,0.55,0.48,"Visitante"
87,2006,"Serie A","Santos","Palmeiras",59.5,80.8,576,147,44,9,2,8,1.62,2.06,"Local"
87,2006,"Serie A","Palmeiras","Santos",40.5,19.2,322,63,12,11,3,4,1.45,1.26,"Visitante"
88,2006,"Serie A","Red Bull Bragantino","Vasco da Gama",40.2,41.9,323,92,38,21,5,3,2.02,2.5,"Local"
88,2006,"Serie A","Vasco da Gama","Red Bull Bragantino",59.8,58.1,504,121,21,9,0,3,0.21,0.21,"Visitante"
89,2006,"Serie A","Fluminense","Atletico Mineiro",63,86.8,598,142,41,8,4,7,2.13,2.63,"Local"
89,2006,"Serie A","Atletico Mineiro","Fluminense",37,13.2,315,75,15,10,1,3,0.67,0.57,"Visitante"
90,2006,"Serie A","Gremio","Santos",69.7,82.9,538,136,37,8,1,7,0.87,1.02,"Local"
90,2006,"Serie A","Santos","Gremio",30.3,17.1,244,52,11,5,3,2,1.24,1.24,"Visitante"
91,2006,"Serie A","Flamengo","Coritiba",55.5,50.7,513,123,19,10,1,4,0.82,0.76,"Local"
91,2006,"Serie A","Coritiba","Flamengo",44.5,49.3,349,68,15,11,2,6,1.17,0.92,"Visitante"
92,2006,"Serie A","Bahia","Gremio",54.1,54.2,511,125,15,8,0,4,0.39,0.49,"Local"
92,2006,"Serie A","Gremio","Bahia",45.9,45.8,419,80,13,5,3,5,1.53,1.34,"Visitante"
93,2006,"Serie A","Fortaleza","Flamengo",38.9,36.1,351,91,34,17,4,6,1.9,1.94,"Local"
93,2006,"Serie A","Flamengo","Fortaleza",61.1,63.9,531,113,19,9,0,6,0.56,0.46,"Visitante"
94,2006,"Serie A","Atletico Mineiro","Internacional",68.9,80.8,602,148,41,9,1,6,1.03,1.07,"Local"
94,2006,"Serie A","Internacional","Atletico Mineiro",31.1,19.2,278,67,13,8,0,4,0.3,0.32,"Visitante"
95,2006,"Serie A","Botafogo","Gremio",57.2,55.6,464,128,20,9,1,4,0.84,0.76,"Local"
95,2006,"Serie A","Gremio","Botafogo",42.8,44.4,340,83,15,12,0,2,0.19,0.16,"Visitante"
96,2006,"Serie A","Red Bull Bragantino","Sao Paulo",34.3,41.3,308,88,37,17,3,5,1.63,1.97,"Local"
96,2006,"Serie A","Sao Paulo","Red Bull Bragantino",65.7,58.7,547,118,20,9,1,4,0.79,0.8,"Visitante"
97,2006,"Serie A","Santos","Fluminense",58.3,56.5,511,123,18,8,1,3,0.6,0.65,"Local"
97,2006,"Serie A","Fluminense","Santos",41.7,43.5,353,68,13,10,0,6,0.41,0.4,"Visitante"
98,2006,"Serie A","Cruzeiro","Gremio",55.7,53.6,472,113,17,8,0,4,0.36,0.38,"Local"
98,2006,"Serie A","Gremio","Cruzeiro",44.3,46.4,381,86,16,8,3,5,1.48,1.59,"Visitante"
99,2006,"Serie A","Cruzeiro","Vasco da Gama",37.4,33.5,334,85,28,13,4,6,2.15,2.74,"Local"
99,2006,"Serie A","Vasco da Gama","Cruzeiro",62.6,66.5,498,109,26,11,0,3,0.26,0.28,"Visitante"
100,2006,"Serie A","Flamengo","Goias",59.5,50.3,512,148,20,9,1,4,0.66,0.61,"Local"
100,2006,"Serie A","Goias","Flamengo",40.5,49.7,355,69,15,4,3,3,1.3,1.56,"Visitante"
101,2006,"Serie A","Coritiba","Internacional",34.4,35.5,368,87,31,18,5,6,2.33,2.78,"Local"
101,2006,"Serie A","Internacional","Coritiba",65.6,64.5,544,129,29,6,1,4,0.76,0.85,"Visitante"
102,2006,"Serie A","Cuiaba","Athletico Paranaense",71.8,86.4,482,111,33,7,2,8,1.62,1.7,"Local"
102,2006,"Serie A","Athletico Paranaense","Cuiaba",28.2,13.6,214,47,11,10,2,4,1.11,1.32,"Visitante"
103,2006,"Serie A","Fortaleza","Sao Paulo",55.6,52.7,535,141,21,8,0,4,0.4,0.43,"Local"
103,2006,"Serie A","Sao Paulo","Fortaleza",44.4,47.3,362,88,20,11,3,3,1.34,1.52,"Visitante"
104,2006,"Serie A","Fortaleza","Santos",59.9,56,484,131,16,7,1,3,0.59,0.61,"Local"
104,2006,"Serie A","Santos","Fortaleza",40.1,44,341,67,14,6,3,3,1.37,1.25,"Visitante"
105,2006,"Serie A","Vasco da Gama","Fortaleza",59.1,57,490,138,21,9,2,4,1.17,1.4,"Local"
105,2006,"Serie A","Fortaleza","Vasco da Gama",40.9,43,370,78,14,9,1,6,0.96,0.83,"Visitante"
106,2006,"Serie A","Gremio","America Mineiro",65.9,80.9,514,132,43,6,1,6,0.98,1,"Local"
106,2006,"Serie A","America Mineiro","Gremio",34.1,19.1,271,60,14,11,3,5,1.59,1.9,"Visitante"
107,2006,"Serie A","Vasco da Gama","Cuiaba",64.9,83,578,148,49,9,4,8,2.3,1.99,"Local"
107,2006,"Serie A","Cuiaba","Vasco da Gama",35.1,17,298,72,14,7,2,4,1.06,1.24,"Visitante"
108,2006,"Serie A","Santos","Palmeiras",56.7,50.6,511,144,18,7,0,3,0.34,0.34,"Local"
108,2006,"Serie A","Palmeiras","Santos",43.3,49.4,347,87,19,11,0,5,0.43,0.53,"Visitante"
109,2006,"Serie A","Atletico Mineiro","Santos",66.1,81.3,522,147,47,9,2,6,1.43,1.68,"Local"
109,2006,"Serie A","Santos","Atletico Mineiro",33.9,18.7,265,62,15,8,2,7,1.48,1.77,"Visitante"
110,2006,"Serie A","Red Bull Bragantino","Bahia",40.7,30,370,104,35,13,5,6,2.43,2.87,"Local"
110,2006,"Serie A","Bahia","Red Bull Bragantino",59.3,70,480,96,23,9,1,3,0.54,0.66,"Visitante"
111,2006,"Serie A","Cuiaba","Athletico Paranaense",36.6,36.6,347,84,29,15,5,7,2.37,2.57,"Local"
111,2006,"Serie A","Athletico Paranaense","Cuiaba",63.4,63.4,550,126,28,9,2,5,1.07,1.14,"Visitante"
112,2006,"Serie A","Cuiaba","Internacional",57,52.4,469,125,20,9,2,5,1.2,1.34,"Local"
112,2006,"Serie A","Internacional","Cuiaba",43,47.6,412,86,15,11,1,4,0.67,0.52,"Visitante"
113,2006,"Serie A","Goias","Atletico Mineiro",39.4,41.6,321,85,31,16,2,6,1.33,1.53,"Local"
113,2006,"Serie A","Atletico Mineiro","Goias",60.6,58.4,500,119,22,9,2,3,1.04,1.18,"Visitante"
114,2006,"Serie A","Palmeiras","Cruzeiro",38.6,32.7,367,99,39,17,4,5,1.94,1.64,"Local"
114,2006,"Serie A","Cruzeiro","Palmeiras",61.4,67.3,524,112,26,9,2,3,0.91,0.72,"Visitante"
115,2006,"Serie A","Gremio","Internacional",64.8,86.5,560,148,40,8,2,7,1.25,1.34,"Local"
115,2006,"Serie A","Internacional","Gremio",35.2,13.5,309,65,12,9,0,4,0.31,0.33,"Visitante"
116,2006,"Serie A","Gremio","Atletico Mineiro",39.4,33.4,297,83,28,18,3,5,1.53,1.54,"Local"
116,2006,"Serie A","Atletico Mineiro","Gremio",60.6,66.6,513,126,24,9,0,5,0.41,0.39,"Visitante"
117,2006,"Serie A","Gremio","Corinthians",71.8,77.9,530,143,45,11,1,6,0.9,0.93,"Local"
117,2006,"Serie A","Corinthians","Gremio",28.2,22.1,279,66,11,11,2,4,1.1,0.86,"Visitante"
118,2006,"Serie A","America Mineiro","Red Bull Bragantino",38.7,38,329,76,25,17,3,5,1.6,1.53,"Local"
118,2006,"Serie A","Red Bull Bragantino","America Mineiro",61.3,62,514,98,22,10,0,5,0.35,0.28,"Visitante"
119,2006,"Serie A","Vasco da Gama","Botafogo",42.3,32.6,320,77,28,14,5,5,2.19,2.76,"Local"
119,2006,"Serie A","Botafogo","Vasco da Gama",57.7,67.4,458,114,22,8,2,4,1.13,1.2,"Visitante"
